iter	Passed	Remaining
2934	157562	5210837
2935	157618	5210852
2936	157671	5210775
2937	157725	5210739
2938	157777	5210630
2939	157831	5210583
2940	157884	5210510
2941	157938	5210454
2942	157995	5210531
2943	158048	5210433
2944	158099	5210308
2945	158153	5210262
2946	158207	5210213
2947	158263	5210232
2948	158320	5210284
2949	158372	5210200
2950	158425	5210097
2951	158480	5210089
2952	158534	5210041
2953	158588	5210021
2954	158641	5209935
2955	158698	5209983
2956	158753	5209972
2957	158809	5209991
2958	158866	5210057
2959	158920	5210015
2960	158977	5210057
2961	159034	5210138
2962	159090	5210154
2963	159145	5210145
2964	159200	5210118
2965	159255	5210116
2966	159309	5210080
2967	159362	5209995
2968	159417	5209972
2969	159472	5209983
2970	159527	5209963
2971	159592	5210284
2972	159645	5210184
2973	159695	5210035
2974	159748	5209961
2975	159801	5209868
2976	159854	5209781
2977	159905	5209656
2978	159957	5209548
2979	160013	5209552
2980	160066	5209504
2981	160121	5209494
2982	160179	5209575
2983	160234	5209565
2984	160287	5209485
2985	160342	5209457
2986	160397	5209466
2987	160455	5209533
2988	160511	5209552
2989	160563	5209456
2990	160616	5209375
2991	160669	5209288
2992	160721	5209193
2993	160775	5209144
2994	160825	5208974
2995	160882	5209012
2996	160937	5209017
2997	160989	5208922
2998	161046	5208948
2999	161099	5208885
3000	161152	5208799
3001	161208	5208822
3002	161265	5208890
3003	161324	5209001
3004	161378	5208952
3005	161433	5208949
3006	161491	5209030
3007	161549	5209101
3008	161602	5209045
3009	161657	5209022
3010	161715	5209101
3011	161770	5209111
3012	161828	5209185
3013	161878	5209001
3014	161934	5209043
3015	161990	5209059
3016	162047	5209085
3017	162103	5209121
3018	162158	5209092
3019	162210	5209007
3020	162263	5208929
3021	162317	5208862
3022	162372	5208854
3023	162428	5208882
3024	162483	5208856
3025	162540	5208909
3026	162595	5208918
3027	162645	5208738
3028	162701	5208751
3029	162753	5208654
3030	162807	5208602
3031	162862	5208585
3032	162920	5208660
3033	162974	5208635
3034	163029	5208612
3035	163084	5208595
3036	163142	5208675
3037	163195	5208616
3038	163251	5208631
3039	163305	5208601
3040	163361	5208590
3041	163417	5208627
3042	163469	5208516
3043	163526	5208554
3044	163580	5208534
3045	163633	5208446
3046	163688	5208436
3047	163741	5208370
3048	163796	5208328
3049	163847	5208201
3050	163905	5208288
3051	163960	5208269
3052	164010	5208106
3053	164062	5207992
3054	164117	5207971
3055	164170	5207898
3056	164224	5207867
3057	164276	5207749
3058	164329	5207686
3059	164382	5207582
3060	164438	5207618
3061	164494	5207628
3062	164547	5207568
3063	164605	5207646
3064	164662	5207681
3065	164716	5207642
3066	164770	5207606
3067	164822	5207490
3068	164877	5207486
3069	164933	5207489
3070	164988	5207486
3071	165044	5207494
3072	165096	5207398
3073	165151	5207381
3074	165205	5207327
3075	165265	5207488
3076	165321	5207481
3077	165378	5207534
3078	165433	5207536
3079	165488	5207503
3080	165543	5207501
3081	165595	5207395
3082	165649	5207346
3083	165702	5207260
3084	165757	5207264
3085	165811	5207211
3086	165865	5207154
3087	165921	5207194
3088	165977	5207196
3089	166029	5207080
3090	166087	5207183
3091	166141	5207138
3092	166192	5206987
3093	166248	5207021
3094	166304	5207015
3095	166362	5207093
3096	166414	5206990
3097	166470	5206998
3098	166525	5207011
3099	166581	5207005
3100	166633	5206919
3101	166686	5206842
3102	166741	5206805
3103	166795	5206781
3104	166847	5206665
3105	166901	5206616
3106	166957	5206646
3107	167012	5206629
3108	167065	5206543
3109	167119	5206487
3110	167169	5206342
3111	167222	5206248
3112	167276	5206208
3113	167335	5206303
3114	167390	5206285
3115	167443	5206236
3116	167498	5206207
3117	167554	5206216
3118	167611	5206274
3119	167666	5206261
3120	167718	5206149
3121	167770	5206047
3122	167825	5206038
3123	167878	5205939
3124	167928	5205782
3125	167983	5205783
3126	168042	5205865
3127	168097	5205857
3128	168157	5205997
3129	168213	5206013
3130	168267	5205977
3131	168323	5205991
3132	168381	5206076
3133	168435	5206025
3134	168487	5205911
3135	168541	5205874
3136	168600	5205975
3137	168654	5205932
3138	168712	5206001
3139	168766	5205954
3140	168821	5205958
3141	168875	5205893
3142	168929	5205850
3143	168981	5205746
3144	169039	5205831
3145	169095	5205834
3146	169149	5205787
3147	169205	5205821
3148	169261	5205822
3149	169319	5205899
3150	169379	5206033
3151	169432	5205971
3152	169488	5205993
3153	169541	5205903
3154	169604	5206122
3155	169662	5206220
3156	169718	5206229
3157	169771	5206148
3158	169828	5206180
3159	169880	5206071
3160	169934	5206047
3161	169992	5206109
3162	170046	5206081
3163	170104	5206128
3164	170160	5206168
3165	170218	5206238
3166	170276	5206312
3167	170332	5206338
3168	170387	5206306
3169	170444	5206351
3170	170495	5206208
3171	170550	5206209
3172	170609	5206306
3173	170664	5206292
3174	170721	5206329
3175	170778	5206370
3176	170833	5206347
3177	170888	5206353
3178	170943	5206329
3179	171002	5206436
3180	171057	5206413
3181	171113	5206432
3182	171170	5206472
3183	171225	5206453
3184	171281	5206458
3185	171336	5206460
3186	171389	5206372
3187	171442	5206311
3188	171496	5206261
3189	171552	5206262
3190	171607	5206238
3191	171659	5206153
3192	171716	5206198
3193	171771	5206157
3194	171825	5206121
3195	171878	5206042
3196	171935	5206078
3197	171986	5205949
3198	172040	5205902
3199	172095	5205895
3200	172150	5205864
3201	172204	5205813
3202	172260	5205842
3203	172315	5205812
3204	172370	5205807
3205	172425	5205786
3206	172481	5205811
3207	172533	5205707
3208	172589	5205695
3209	172643	5205644
3210	172696	5205580
3211	172750	5205527
3212	172804	5205501
3213	172863	5205596
3214	172919	5205600
3215	172976	5205643
3216	173033	5205698
3217	173089	5205706
3218	173146	5205733
3219	173198	5205650
3220	173253	5205627
3221	173308	5205604
3222	173365	5205639
3223	173418	5205554
3224	173471	5205497
3225	173526	5205484
3226	173581	5205464
3227	173635	5205421
3228	173689	5205359
3229	173744	5205337
3230	173798	5205304
3231	173850	5205194
3232	173902	5205076
3233	173956	5205039
3234	174008	5204934
3235	174064	5204942
3236	174118	5204901
3237	174174	5204908
3238	174227	5204823
3239	174284	5204881
3240	174342	5204941
3241	174394	5204820
3242	174448	5204792
3243	174502	5204736
3244	174558	5204745
3245	174612	5204710
3246	174668	5204706
3247	174721	5204620
3248	174775	5204579
3249	174834	5204678
3250	174889	5204664
3251	174942	5204594
3252	174997	5204575
3253	175053	5204575
3254	175107	5204533
3255	175160	5204476
3256	175214	5204428
3257	175271	5204447
3258	175328	5204497
3259	175382	5204444
3260	175439	5204482
3261	175493	5204428
3262	175546	5204371
3263	175604	5204434
3264	175663	5204533
3265	175717	5204488
3266	175771	5204453
3267	175829	5204514
3268	175888	5204616
3269	175945	5204643
3270	176002	5204700
3271	176060	5204747
3272	176118	5204834
3273	176170	5204728
3274	176223	5204661
3275	176278	5204634
3276	176331	5204558
3277	176390	5204640
3278	176444	5204606
3279	176501	5204632
3280	176556	5204611
3281	176611	5204595
3282	176668	5204650
3283	176722	5204608
3284	176776	5204550
3285	176837	5204713
3286	176893	5204709
3287	176949	5204720
3288	177006	5204780
3289	177064	5204849
3290	177120	5204838
3291	177177	5204890
3292	177230	5204812
3293	177287	5204860
3294	177344	5204898
3295	177401	5204910
3296	177456	5204909
3297	177512	5204913
3298	177569	5204943
3299	177622	5204889
3300	177679	5204908
3301	177735	5204937
3302	177794	5205014
3303	177850	5205029
3304	177903	5204965
3305	177958	5204945
3306	178014	5204951
3307	178066	5204837
3308	178123	5204864
3309	178175	5204784
3310	178235	5204901
3311	178291	5204910
3312	178345	5204864
3313	178399	5204822
3314	178451	5204714
3315	178506	5204669
3316	178562	5204675
3317	178616	5204636
3318	178672	5204660
3319	178729	5204677
3320	178786	5204716
3321	178842	5204733
3322	178896	5204692
3323	178951	5204676
3324	179008	5204694
3325	179063	5204696
3326	179118	5204653
3327	179175	5204700
3328	179232	5204741
3329	179288	5204751
3330	179343	5204716
3331	179400	5204769
3332	179455	5204761
3333	179509	5204703
3334	179565	5204699
3335	179623	5204765
3336	179679	5204773
3337	179733	5204741
3338	179788	5204701
3339	179842	5204666
3340	179898	5204670
3341	179956	5204746
3342	180010	5204697
3343	180069	5204788
3344	180125	5204799
3345	180181	5204802
3346	180235	5204759
3347	180294	5204842
3348	180350	5204860
3349	180406	5204868
3350	180460	5204822
3351	180518	5204884
3352	180571	5204799
3353	180623	5204690
3354	180677	5204631
3355	180733	5204649
3356	180792	5204737
3357	180846	5204695
3358	180897	5204562
3359	180956	5204665
3360	181011	5204645
3361	181064	5204548
3362	181118	5204492
3363	181176	5204558
3364	181230	5204509
3365	181286	5204521
3366	181337	5204399
3367	181392	5204369
3368	181448	5204371
3369	181503	5204366
3370	181557	5204297
3371	181614	5204356
3372	181669	5204308
3373	181722	5204242
3374	181775	5204179
3375	181828	5204083
3376	181882	5204025
3377	181938	5204051
3378	181997	5204130
3379	182052	5204102
3380	182103	5203979
3381	182158	5203962
3382	182212	5203901
3383	182269	5203951
3384	182324	5203926
3385	182381	5203945
3386	182436	5203928
3387	182489	5203869
3388	182545	5203868
3389	182599	5203823
3390	182654	5203800
3391	182710	5203789
3392	182763	5203734
3393	182820	5203760
3394	182877	5203789
3395	182932	5203777
3396	182992	5203895
3397	183052	5204010
3398	183109	5204062
3399	183164	5204017
3400	183216	5203921
3401	183272	5203924
3402	183327	5203897
3403	183380	5203815
3404	183439	5203909
3405	183495	5203931
3406	183550	5203899
3407	183605	5203867
3408	183659	5203826
3409	183716	5203855
3410	183769	5203777
3411	183825	5203785
3412	183882	5203831
3413	183934	5203719
3414	183992	5203775
3415	184046	5203733
3416	184103	5203766
3417	184159	5203773
3418	184214	5203762
3419	184271	5203796
3420	184325	5203746
3421	184386	5203883
3422	184442	5203886
3423	184501	5203971
3424	184558	5204021
3425	184613	5203996
3426	184668	5203956
3427	184721	5203896
3428	184779	5203942
3429	184837	5204024
3430	184894	5204056
3431	184951	5204075
3432	185008	5204108
3433	185065	5204157
3434	185120	5204130
3435	185178	5204181
3436	185235	5204221
3437	185292	5204251
3438	185349	5204291
3439	185405	5204302
3440	185460	5204269
3441	185514	5204215
3442	185565	5204086
3443	185621	5204097
3444	185677	5204079
3445	185731	5204049
3446	185787	5204046
3447	185841	5203987
3448	185900	5204088
3449	185954	5204036
3450	186010	5204047
3451	186067	5204062
3452	186119	5203952
3453	186172	5203883
3454	186229	5203913
3455	186285	5203915
3456	186343	5203979
3457	186400	5204000
3458	186457	5204033
3459	186511	5204006
3460	186568	5204031
3461	186622	5203963
3462	186675	5203908
3463	186730	5203881
3464	186784	5203832
3465	186843	5203916
3466	186896	5203840
3467	186949	5203757
3468	187004	5203729
3469	187063	5203823
3470	187121	5203869
3471	187174	5203789
3472	187229	5203781
3473	187286	5203798
3474	187344	5203877
3475	187399	5203834
3476	187456	5203877
3477	187512	5203887
3478	187570	5203938
3479	187626	5203933
3480	187680	5203899
3481	187737	5203923
3482	187791	5203864
3483	187846	5203852
3484	187904	5203891
3485	187957	5203814
3486	188012	5203786
3487	188065	5203731
3488	188122	5203756
3489	188179	5203783
3490	188235	5203790
3491	188293	5203834
3492	188350	5203869
3493	188402	5203777
3494	188459	5203798
3495	188515	5203811
3496	188572	5203835
3497	188629	5203876
3498	188683	5203824
3499	188739	5203829
3500	188791	5203720
3501	188845	5203645
3502	188899	5203606
3503	188952	5203540
3504	189007	5203505
3505	189063	5203514
3506	189118	5203494
3507	189174	5203485
3508	189229	5203472
3509	189284	5203427
3510	189337	5203366
3511	189391	5203309
3512	189447	5203319
3513	189501	5203248
3514	189554	5203180
3515	189607	5203104
3516	189665	5203150
3517	189721	5203170
3518	189777	5203170
3519	189835	5203207
3520	189893	5203266
3521	189946	5203183
3522	190000	5203150
3523	190055	5203122
3524	190107	5203016
3525	190162	5202980
3526	190215	5202920
3527	190272	5202951
3528	190331	5203024
3529	190389	5203091
3530	190447	5203145
3531	190501	5203087
3532	190555	5203041
3533	190611	5203040
3534	190667	5203032
3535	190720	5202958
3536	190775	5202937
3537	190831	5202947
3538	190884	5202862
3539	190938	5202812
3540	190996	5202851
3541	191050	5202817
3542	191106	5202804
3543	191162	5202818
3544	191220	5202856
3545	191279	5202964
3546	191335	5202945
3547	191390	5202929
3548	191442	5202826
3549	191503	5202958
3550	191560	5202982
3551	191616	5202982
3552	191672	5203006
3553	191730	5203048
3554	191785	5203025
3555	191842	5203044
3556	191903	5203185
3557	191957	5203143
3558	192013	5203152
3559	192069	5203139
3560	192122	5203069
3561	192180	5203109
3562	192235	5203086
3563	192288	5203025
3564	192348	5203118
3565	192402	5203063
3566	192456	5203010
3567	192512	5203026
3568	192569	5203058
3569	192629	5203152
3570	192687	5203199
3571	192743	5203211
3572	192798	5203196
3573	192855	5203205
3574	192910	5203199
3575	192967	5203225
3576	193025	5203263
3577	193079	5203213
3578	193132	5203144
3579	193187	5203111
3580	193244	5203131
3581	193298	5203097
3582	193351	5203012
3583	193408	5203033
3584	193465	5203059
3585	193521	5203073
3586	193577	5203058
3587	193635	5203122
3588	193692	5203134
3589	193749	5203168
3590	193803	5203126
3591	193859	5203110
3592	193911	5203025
3593	193968	5203032
3594	194023	5203019
3595	194074	5202874
3596	194129	5202866
3597	194185	5202846
3598	194237	5202760
3599	194293	5202738
3600	194347	5202707
3601	194407	5202789
3602	194462	5202788
3603	194517	5202746
3604	194573	5202762
3605	194628	5202735
3606	194683	5202706
3607	194739	5202697
3608	194794	5202662
3609	194850	5202677
3610	194904	5202617
3611	194962	5202679
3612	195020	5202723
3613	195075	5202692
3614	195131	5202708
3615	195183	5202579
3616	195238	5202562
3617	195294	5202554
3618	195346	5202469
3619	195404	5202522
3620	195463	5202579
3621	195517	5202547
3622	195573	5202539
3623	195626	5202464
3624	195682	5202455
3625	195740	5202511
3626	195797	5202524
3627	195850	5202461
3628	195909	5202540
3629	195965	5202541
3630	196020	5202502
3631	196075	5202467
3632	196130	5202442
3633	196186	5202453
3634	196238	5202352
3635	196291	5202272
3636	196349	5202329
3637	196411	5202463
3638	196462	5202353
3639	196519	5202354
3640	196575	5202356
3641	196630	5202344
3642	196681	5202218
3643	196740	5202288
3644	196795	5202247
3645	196849	5202202
3646	196903	5202147
3647	196960	5202163
3648	197016	5202178
3649	197068	5202065
3650	197126	5202107
3651	197180	5202077
3652	197236	5202065
3653	197290	5202016
3654	197344	5201959
3655	197402	5202011
3656	197459	5202029
3657	197512	5201960
3658	197565	5201865
3659	197621	5201861
3660	197676	5201839
3661	197728	5201751
3662	197783	5201719
3663	197840	5201728
3664	197897	5201748
3665	197952	5201723
3666	198006	5201682
3667	198062	5201687
3668	198118	5201675
3669	198174	5201669
3670	198224	5201525
3671	198279	5201501
3672	198337	5201546
3673	198392	5201521
3674	198443	5201387
3675	198495	5201270
3676	198548	5201186
3677	198605	5201228
3678	198659	5201159
3679	198714	5201125
3680	198767	5201066
3681	198824	5201070
3682	198876	5200973
3683	198934	5201036
3684	198987	5200948
3685	199041	5200891
3686	199094	5200808
3687	199145	5200690
3688	199203	5200737
3689	199263	5200833
3690	199321	5200871
3691	199378	5200909
3692	199432	5200863
3693	199486	5200795
3694	199542	5200786
3695	199596	5200730
3696	199653	5200767
3697	199706	5200696
3698	199767	5200821
3699	199825	5200855
3700	199879	5200811
3701	199936	5200840
3702	199994	5200883
3703	200051	5200902
3704	200109	5200956
3705	200162	5200870
3706	200216	5200816
3707	200269	5200751
3708	200325	5200733
3709	200382	5200767
3710	200437	5200739
3711	200494	5200760
3712	200551	5200769
3713	200605	5200723
3714	200660	5200691
3715	200718	5200739
3716	200772	5200700
3717	200826	5200627
3718	200882	5200629
3719	200939	5200659
3720	200997	5200705
3721	201051	5200655
3722	201107	5200650
3723	201161	5200595
3724	201222	5200727
3725	201278	5200732
3726	201338	5200815
3727	201394	5200827
3728	201445	5200689
3729	201502	5200703
3730	201559	5200719
3731	201621	5200875
3732	201676	5200862
3733	201734	5200890
3734	201789	5200877
3735	201849	5200981
3736	201907	5201022
3737	201962	5201005
3738	202021	5201071
3739	202078	5201082
3740	202132	5201036
3741	202187	5200995
3742	202242	5200970
3743	202295	5200900
3744	202351	5200891
3745	202404	5200823
3746	202461	5200822
3747	202513	5200730
3748	202567	5200683
3749	202624	5200685
3750	202679	5200664
3751	202733	5200621
3752	202789	5200613
3753	202842	5200518
3754	202895	5200445
3755	202952	5200460
3756	203002	5200315
3757	203056	5200261
3758	203112	5200256
3759	203166	5200209
3760	203220	5200149
3761	203277	5200175
3762	203331	5200111
3763	203386	5200081
3764	203443	5200093
3765	203501	5200159
3766	203557	5200153
3767	203614	5200160
3768	203668	5200121
3769	203722	5200056
3770	203777	5200023
3771	203836	5200088
3772	203895	5200173
3773	203952	5200203
3774	204005	5200114
3775	204059	5200046
3776	204116	5200075
3777	204174	5200116
3778	204231	5200145
3779	204287	5200151
3780	204341	5200094
3781	204396	5200067
3782	204453	5200081
3783	204506	5200008
3784	204564	5200041
3785	204620	5200047
3786	204674	5199981
3787	204729	5199958
3788	204788	5200037
3789	204840	5199921
3790	204893	5199846
3791	204946	5199772
3792	205003	5199770
3793	205060	5199795
3794	205116	5199802
3795	205168	5199698
3796	205227	5199765
3797	205280	5199678
3798	205335	5199652
3799	205390	5199628
3800	205448	5199660
3801	205500	5199573
3802	205557	5199575
3803	205613	5199581
3804	205670	5199588
3805	205724	5199552
3806	205785	5199662
3807	205840	5199627
3808	205892	5199540
3809	205950	5199570
3810	206008	5199632
3811	206065	5199648
3812	206120	5199606
3813	206174	5199554
3814	206230	5199559
3815	206285	5199522
3816	206340	5199478
3817	206396	5199490
3818	206452	5199471
3819	206506	5199411
3820	206563	5199448
3821	206617	5199399
3822	206674	5199396
3823	206730	5199406
3824	206784	5199343
3825	206838	5199278
3826	206891	5199219
3827	206950	5199288
3828	207009	5199337
3829	207065	5199333
3830	207117	5199230
3831	207169	5199143
3832	207225	5199134
3833	207281	5199128
3834	207337	5199128
3835	207394	5199135
3836	207449	5199109
3837	207502	5199016
3838	207557	5198981
3839	207609	5198878
3840	207666	5198907
3841	207723	5198920
3842	207774	5198807
3843	207829	5198773
3844	207885	5198767
3845	207936	5198631
3846	207990	5198563
3847	208044	5198528
3848	208094	5198365
3849	208149	5198337
3850	208205	5198329
3851	208263	5198381
3852	208321	5198401
3853	208375	5198359
3854	208429	5198305
3855	208484	5198262
3856	208538	5198204
3857	208591	5198141
3858	208641	5197968
3859	208695	5197932
3860	208752	5197942
3861	208805	5197858
3862	208859	5197816
3863	208914	5197782
3864	208968	5197722
3865	209019	5197577
3866	209072	5197497
3867	209127	5197488
3868	209183	5197460
3869	209243	5197555
3870	209301	5197598
3871	209356	5197585
3872	209411	5197545
3873	209467	5197553
3874	209526	5197597
3875	209580	5197556
3876	209637	5197567
3877	209690	5197492
3878	209746	5197486
3879	209801	5197454
3880	209856	5197417
3881	209909	5197344
3882	209965	5197339
3883	210022	5197343
3884	210081	5197428
3885	210135	5197372
3886	210194	5197422
3887	210247	5197362
3888	210304	5197363
3889	210357	5197299
3890	210413	5197294
3891	210469	5197273
3892	210522	5197184
3893	210576	5197152
3894	210632	5197137
3895	210689	5197153
3896	210743	5197092
3897	210795	5196992
3898	210853	5197033
3899	210909	5197024
3900	210966	5197034
3901	211022	5197037
3902	211077	5197000
3903	211136	5197067
3904	211189	5196982
3905	211246	5197018
3906	211299	5196919
3907	211353	5196867
3908	211406	5196803
3909	211459	5196720
3910	211517	5196757
3911	211580	5196917
3912	211634	5196856
3913	211691	5196871
3914	211746	5196857
3915	211800	5196801
3916	211856	5196782
3917	211909	5196714
3918	211963	5196657
3919	212016	5196569
3920	212067	5196433
3921	212122	5196416
3922	212177	5196367
3923	212236	5196435
3924	212290	5196390
3925	212342	5196290
3926	212403	5196385
3927	212455	5196295
3928	212511	5196287
3929	212564	5196190
3930	212617	5196119
3931	212671	5196057
3932	212726	5196023
3933	212781	5196004
3934	212836	5195965
3935	212891	5195935
3936	212949	5195987
3937	213003	5195924
3938	213056	5195833
3939	213108	5195738
3940	213164	5195725
3941	213218	5195670
3942	213274	5195662
3943	213327	5195584
3944	213385	5195615
3945	213440	5195599
3946	213492	5195485
3947	213547	5195455
3948	213600	5195364
3949	213657	5195394
3950	213715	5195437
3951	213769	5195373
3952	213829	5195467
3953	213884	5195428
3954	213941	5195462
3955	213996	5195412
3956	214047	5195294
3957	214106	5195364
3958	214164	5195391
3959	214219	5195356
3960	214273	5195315
3961	214329	5195307
3962	214387	5195338
3963	214444	5195364
3964	214496	5195258
3965	214548	5195158
3966	214606	5195174
3967	214658	5195080
3968	214711	5194997
3969	214768	5195011
3970	214820	5194901
3971	214876	5194901
3972	214936	5195001
3973	214998	5195118
3974	215055	5195142
3975	215114	5195198
3976	215168	5195153
3977	215224	5195154
3978	215281	5195153
3979	215339	5195210
3980	215394	5195176
3981	215449	5195124
3982	215501	5195038
3983	215561	5195122
3984	215614	5195036
3985	215669	5195016
3986	215726	5195022
3987	215785	5195078
3988	215839	5195038
3989	215895	5195022
3990	215954	5195075
3991	216007	5194996
3992	216059	5194901
3993	216116	5194913
3994	216169	5194833
3995	216225	5194823
3996	216279	5194766
3997	216333	5194697
3998	216383	5194546
3999	216439	5194539
4000	216490	5194412
4001	216542	5194322
4002	216598	5194317
4003	216655	5194327
4004	216708	5194231
4005	216762	5194189
4006	216815	5194110
4007	216873	5194140
4008	216925	5194033
4009	216980	5193997
4010	217037	5194010
4011	217092	5193997
4012	217146	5193924
4013	217199	5193860
4014	217256	5193866
4015	217313	5193869
4016	217368	5193857
4017	217421	5193765
4018	217478	5193770
4019	217527	5193615
4020	217578	5193477
4021	217634	5193464
4022	217691	5193492
4023	217744	5193406
4024	217802	5193437
4025	217858	5193441
4026	217913	5193402
4027	217971	5193436
4028	218025	5193376
4029	218078	5193304
4030	218134	5193294
4031	218190	5193286
4032	218244	5193222
4033	218299	5193184
4034	218359	5193268
4035	218417	5193305
4036	218469	5193216
4037	218526	5193230
4038	218581	5193184
4039	218638	5193200
4040	218695	5193210
4041	218752	5193241
4042	218809	5193249
4043	218863	5193198
4044	218917	5193131
4045	218975	5193170
4046	219031	5193171
4047	219083	5193069
4048	219139	5193041
4049	219195	5193036
4050	219246	5192921
4051	219310	5193100
4052	219366	5193078
4053	219424	5193117
4054	219483	5193171
4055	219537	5193125
4056	219591	5193064
4057	219651	5193140
4058	219712	5193262
4059	219769	5193271
4060	219827	5193304
4061	219883	5193288
4062	219937	5193253
4063	219994	5193263
4064	220052	5193289
4065	220106	5193244
4066	220162	5193228
4067	220217	5193196
4068	220275	5193225
4069	220329	5193178
4070	220386	5193188
4071	220442	5193165
4072	220497	5193139
4073	220552	5193097
4074	220605	5193015
4075	220658	5192945
4076	220713	5192919
4077	220770	5192914
4078	220824	5192876
4079	220880	5192850
4080	220939	5192924
4081	220995	5192914
4082	221050	5192870
4083	221106	5192872
4084	221163	5192877
4085	221218	5192840
4086	221275	5192846
4087	221327	5192758
4088	221382	5192721
4089	221439	5192719
4090	221490	5192601
4091	221542	5192504
4092	221598	5192481
4093	221653	5192454
4094	221708	5192424
4095	221761	5192336
4096	221840	5192863
4097	221897	5192877
4098	221952	5192846
4099	222007	5192804
4100	222060	5192738
4101	222113	5192651
4102	222167	5192582
4103	222218	5192463
4104	222272	5192399
4105	222327	5192362
4106	222381	5192318
4107	222437	5192308
4108	222493	5192285
4109	222547	5192243
4110	222604	5192247
4111	222660	5192234
4112	222718	5192258
4113	222775	5192273
4114	222830	5192249
4115	222885	5192207
4116	222938	5192140
4117	222995	5192147
4118	223050	5192100
4119	223106	5192105
4120	223161	5192060
4121	223218	5192068
4122	223270	5191974
4123	223325	5191936
4124	223380	5191915
4125	223434	5191850
4126	223487	5191761
4127	223543	5191754
4128	223598	5191712
4129	223654	5191707
4130	223708	5191646
4131	223761	5191578
4132	223818	5191585
4133	223872	5191517
4134	223927	5191488
4135	223984	5191505
4136	224038	5191450
4137	224096	5191474
4138	224147	5191360
4139	224202	5191316
4140	224260	5191349
4141	224319	5191410
4142	224374	5191373
4143	224429	5191337
4144	224486	5191355
4145	224545	5191398
4146	224597	5191303
4147	224650	5191226
4148	224708	5191256
4149	224764	5191242
4150	224818	5191197
4151	224870	5191083
4152	224927	5191091
4153	224983	5191094
4154	225038	5191050
4155	225096	5191074
4156	225150	5191018
4157	225205	5190995
4158	225259	5190942
4159	225315	5190926
4160	225369	5190869
4161	225426	5190874
4162	225481	5190850
4163	225540	5190902
4164	225593	5190808
4165	225649	5190795
4166	225704	5190778
4167	225759	5190739
4168	225821	5190856
4169	225876	5190826
4170	225929	5190742
4171	225984	5190715
4172	226041	5190731
4173	226096	5190694
4174	226151	5190657
4175	226204	5190565
4176	226261	5190588
4177	226318	5190601
4178	226374	5190569
4179	226427	5190505
4180	226485	5190526
4181	226535	5190377
4182	226589	5190333
4183	226644	5190298
4184	226697	5190213
4185	226753	5190191
4186	226807	5190137
4187	226865	5190182
4188	226922	5190176
4189	226978	5190163
4190	227034	5190154
4191	227091	5190168
4192	227147	5190156
4193	227204	5190157
4194	227258	5190117
4195	227315	5190128
4196	227371	5190101
4197	227423	5190009
4198	227480	5190015
4199	227536	5189994
4200	227592	5189996
4201	227647	5189958
4202	227705	5189985
4203	227765	5190051
4204	227819	5190013
4205	227876	5190004
4206	227931	5189982
4207	227989	5190022
4208	228044	5189979
4209	228100	5189956
4210	228156	5189944
4211	228210	5189901
4212	228265	5189856
4213	228319	5189791
4214	228373	5189741
4215	228429	5189728
4216	228483	5189677
4217	228539	5189657
4218	228593	5189600
4219	228649	5189581
4220	228708	5189647
4221	228767	5189684
4222	228825	5189737
4223	228878	5189649
4224	228928	5189492
4225	228981	5189426
4226	229037	5189408
4227	229089	5189308
4228	229144	5189263
4229	229199	5189237
4230	229252	5189142
4231	229308	5189123
4232	229365	5189133
4233	229421	5189141
4234	229475	5189065
4235	229532	5189071
4236	229583	5188956
4237	229637	5188889
4238	229694	5188896
4239	229749	5188872
4240	229805	5188867
4241	229863	5188888
4242	229918	5188854
4243	229974	5188844
4244	230030	5188820
4245	230087	5188841
4246	230146	5188880
4247	230195	5188728
4248	230248	5188642
4249	230301	5188565
4250	230355	5188489
4251	230408	5188416
4252	230463	5188386
4253	230523	5188452
4254	230575	5188352
4255	230629	5188303
4256	230687	5188321
4257	230742	5188281
4258	230798	5188284
4259	230854	5188265
4260	230911	5188274
4261	230965	5188205
4262	231019	5188166
4263	231075	5188152
4264	231129	5188076
4265	231183	5188034
4266	231239	5188007
4267	231293	5187965
4268	231350	5187965
4269	231408	5187991
4270	231464	5187972
4271	231517	5187909
4272	231575	5187931
4273	231632	5187938
4274	231692	5188008
4275	231749	5188014
4276	231801	5187921
4277	231855	5187863
4278	231912	5187879
4279	231968	5187855
4280	232019	5187738
4281	232077	5187751
4282	232133	5187752
4283	232191	5187787
4284	232244	5187700
4285	232297	5187613
4286	232351	5187560
4287	232404	5187470
4288	232458	5187424
4289	232517	5187470
4290	232573	5187449
4291	232627	5187408
4292	232687	5187466
4293	232742	5187431
4294	232794	5187338
4295	232848	5187274
4296	232899	5187141
4297	232954	5187119
4298	233007	5187024
4299	233061	5186965
4300	233115	5186922
4301	233170	5186877
4302	233229	5186924
4303	233281	5186836
4304	233340	5186873
4305	233395	5186843
4306	233451	5186823
4307	233506	5186797
4308	233561	5186749
4309	233616	5186709
4310	233670	5186650
4311	233723	5186577
4312	233781	5186605
4313	233837	5186603
4314	233889	5186488
4315	233944	5186463
4316	234001	5186466
4317	234054	5186382
4318	234107	5186302
4319	234161	5186243
4320	234218	5186248
4321	234276	5186278
4322	234326	5186131
4323	234383	5186138
4324	234438	5186112
4325	234495	5186115
4326	234551	5186097
4327	234606	5186053
4328	234666	5186141
4329	234720	5186080
4330	234780	5186145
4331	234833	5186075
