iter	Passed	Remaining
159	8538	5328056
160	8592	5328184
161	8645	5327994
162	8696	5326626
163	8748	5325487
164	8803	5326913
165	8857	5327219
166	8907	5324905
167	8959	5324137
168	9011	5323303
169	9064	5322926
170	9117	5322818
171	9169	5321656
172	9222	5321603
173	9274	5321179
174	9326	5320171
175	9381	5321077
176	9436	5321753
177	9489	5321650
178	9541	5320967
179	9594	5320608
180	9647	5320574
181	9700	5320325
182	9750	5318324
183	9804	5318715
184	9856	5318090
185	9906	5316401
186	9959	5316227
187	10012	5315702
188	10066	5316075
189	10118	5315289
190	10170	5314952
191	10224	5315110
192	10278	5315244
193	10330	5314451
194	10383	5314710
195	10435	5313829
196	10487	5313081
197	10541	5313573
198	10594	5313079
199	10646	5312555
200	10700	5312764
201	10752	5312201
202	10804	5311731
203	10858	5311764
204	10913	5312568
205	10965	5312174
206	11017	5311388
207	11071	5311742
208	11124	5311540
209	11178	5312063
210	11230	5311372
211	11282	5310493
212	11335	5310509
213	11389	5310748
214	11441	5310009
215	11497	5311452
216	11549	5310761
217	11602	5310637
218	11655	5310645
219	11709	5310780
220	11764	5311603
221	11818	5311826
222	11872	5312203
223	11926	5312356
224	11977	5311193
225	12029	5310918
226	12084	5311355
227	12137	5311500
228	12188	5310439
229	12241	5310072
230	12293	5309447
231	12345	5309107
232	12397	5308445
233	12448	5307435
234	12500	5306784
235	12549	5304853
236	12601	5304361
237	12651	5303161
238	12703	5302555
239	12758	5303444
240	12809	5302350
241	12862	5302025
242	12915	5302284
243	12971	5303220
244	13023	5302728
245	13077	5303124
246	13128	5301859
247	13179	5301020
248	13230	5300398
249	13283	5300310
250	13334	5299388
251	13387	5298991
252	13441	5299457
253	13492	5298561
254	13543	5297459
255	13593	5296509
256	13649	5297351
257	13701	5297140
258	13755	5297066
259	13809	5297475
260	13862	5297522
261	13914	5296895
262	13967	5296846
263	14018	5296131
264	14069	5295145
265	14119	5293818
266	14170	5293031
267	14226	5294042
268	14276	5293002
269	14329	5293071
270	14384	5293728
271	14439	5294062
272	14495	5295199
273	14549	5295415
274	14603	5295785
275	14655	5295436
276	14709	5295519
277	14762	5295461
278	14815	5295554
279	14866	5294666
280	14917	5293960
281	14969	5293251
282	15023	5293565
283	15073	5292612
284	15124	5291768
285	15176	5291464
286	15228	5290923
287	15277	5289374
288	15330	5289281
289	15383	5289408
290	15433	5288012
291	15488	5288725
292	15540	5288339
293	15589	5287128
294	15644	5287474
295	15697	5287437
296	15748	5286729
297	15803	5287304
298	15857	5287771
299	15912	5288112
300	15965	5288268
301	16018	5288181
302	16069	5287257
303	16119	5286499
304	16172	5286314
305	16225	5286096
306	16276	5285383
307	16327	5284962
308	16380	5284706
309	16433	5284582
310	16483	5283768
311	16534	5283027
312	16587	5283019
313	16642	5283363
314	16695	5283529
315	16749	5283751
316	16801	5283400
317	16855	5283712
318	16909	5283837
319	16960	5283146
320	17015	5283650
321	17068	5283609
322	17121	5283573
323	17172	5283037
324	17229	5284204
325	17282	5283960
326	17336	5284393
327	17388	5283937
328	17444	5284690
329	17498	5285201
330	17553	5285712
331	17607	5285872
332	17662	5286440
333	17713	5285781
334	17765	5285257
335	17817	5284923
336	17868	5284354
337	17922	5284526
338	17972	5283606
339	18024	5283279
340	18079	5283752
341	18132	5283838
342	18187	5284340
343	18240	5284172
344	18294	5284355
345	18345	5283711
346	18396	5283193
347	18448	5282828
348	18500	5282531
349	18554	5282840
350	18608	5282846
351	18660	5282722
352	18712	5282280
353	18763	5281794
354	18817	5281795
355	18873	5282615
356	18923	5281837
357	18977	5282027
358	19031	5282295
359	19083	5281779
360	19136	5281816
361	19188	5281562
362	19240	5281131
363	19292	5280907
364	19344	5280548
365	19397	5280396
366	19452	5280878
367	19505	5280790
368	19558	5280802
369	19612	5280964
370	19662	5280225
371	19712	5279477
372	19767	5279790
373	19815	5278428
374	19872	5279362
375	19924	5279144
376	19975	5278592
377	20027	5278174
378	20077	5277471
379	20129	5277077
380	20180	5276515
381	20231	5275880
382	20281	5275153
383	20333	5274818
384	20384	5274289
385	20437	5274217
386	20487	5273412
387	20536	5272339
388	20587	5271885
389	20639	5271666
390	20689	5270660
391	20740	5270185
392	20795	5270582
393	20848	5270620
394	20900	5270329
395	20953	5270318
396	21007	5270488
397	21061	5270662
398	21111	5270091
399	21163	5269638
400	21215	5269490
401	21270	5269869
402	21325	5270404
403	21378	5270221
404	21430	5270140
405	21480	5269377
406	21534	5269493
407	21586	5269321
408	21637	5268675
409	21686	5267602
410	21738	5267387
411	21791	5267441
412	21842	5266867
413	21895	5266886
414	21949	5267196
415	22004	5267558
416	22058	5267642
417	22110	5267596
418	22163	5267473
419	22214	5267061
420	22262	5265839
421	22315	5265822
422	22367	5265432
423	22418	5264884
424	22468	5264234
425	22519	5263722
426	22569	5263092
427	22621	5262736
428	22675	5262929
429	22731	5263556
430	22784	5263754
431	22838	5263892
432	22890	5263578
433	22942	5263453
434	22995	5263395
435	23046	5262877
436	23096	5262109
437	23150	5262456
438	23203	5262421
439	23255	5262149
440	23309	5262184
441	23360	5261925
442	23415	5262360
443	23466	5261816
444	23521	5262203
445	23573	5261976
446	23624	5261452
447	23678	5261712
448	23733	5262070
449	23785	5261775
450	23842	5262851
451	23899	5263595
452	23954	5264060
453	24005	5263579
454	24056	5263107
455	24110	5263204
456	24165	5263754
457	24218	5263655
458	24271	5263624
459	24324	5263604
460	24379	5264056
461	24435	5264621
462	24487	5264357
463	24538	5263884
464	24588	5263355
465	24640	5263040
466	24693	5262940
467	24746	5263058
468	24800	5263214
469	24853	5263216
470	24908	5263606
471	24960	5263284
472	25011	5262905
473	25065	5263087
474	25117	5262854
475	25168	5262264
476	25219	5261974
477	25273	5262142
478	25324	5261718
479	25375	5261104
480	25429	5261368
481	25482	5261401
482	25536	5261559
483	25591	5261920
484	25643	5261734
485	25696	5261596
486	25749	5261637
487	25801	5261422
488	25853	5261160
489	25906	5261061
490	25959	5261186
491	26015	5261634
492	26071	5262310
493	26122	5261870
494	26176	5261976
495	26231	5262437
496	26283	5262206
497	26335	5261862
498	26392	5262607
499	26443	5262324
500	26497	5262441
501	26548	5262012
502	26602	5262096
503	26655	5262210
504	26712	5262926
505	26764	5262611
506	26821	5263344
507	26873	5263140
508	26926	5263134
509	26977	5262825
510	27027	5262206
511	27080	5262115
512	27137	5262796
513	27192	5263215
514	27244	5263019
515	27300	5263500
516	27353	5263545
517	27406	5263456
518	27459	5263369
519	27509	5262819
520	27562	5262762
521	27616	5262836
522	27669	5262929
523	27723	5263042
524	27776	5263041
525	27828	5262761
526	27884	5263235
527	27934	5262619
528	27988	5262925
529	28039	5262501
530	28090	5261981
531	28144	5262149
532	28200	5262629
533	28250	5262144
534	28304	5262245
535	28355	5261907
536	28408	5261892
537	28464	5262347
538	28518	5262431
539	28571	5262430
540	28623	5262281
541	28674	5261907
542	28732	5262667
543	28785	5262676
544	28840	5263058
545	28892	5262710
546	28944	5262600
547	28997	5262503
548	29047	5261970
549	29100	5261985
550	29155	5262290
551	29209	5262296
552	29261	5262181
553	29318	5262765
554	29369	5262498
555	29422	5262450
556	29476	5262612
557	29529	5262458
558	29582	5262414
559	29635	5262338
560	29686	5262078
561	29742	5262564
562	29796	5262658
563	29854	5263441
564	29908	5263643
565	29960	5263478
566	30011	5263010
567	30062	5262562
568	30115	5262664
569	30170	5262964
570	30225	5263263
571	30277	5262927
572	30330	5262969
573	30386	5263366
574	30440	5263631
575	30492	5263342
576	30547	5263624
577	30601	5263707
578	30653	5263527
579	30705	5263286
580	30758	5263350
581	30811	5263237
582	30865	5263459
583	30917	5263248
584	30968	5262767
585	31020	5262586
586	31074	5262660
587	31129	5263045
588	31182	5262900
589	31237	5263180
590	31291	5263416
591	31345	5263560
592	31399	5263550
593	31449	5263138
594	31502	5263045
595	31554	5262767
596	31607	5262714
597	31663	5263164
598	31717	5263366
599	31772	5263654
600	31821	5262944
601	31870	5262290
602	31921	5261823
603	31973	5261588
604	32024	5261246
605	32073	5260620
606	32124	5260214
607	32176	5260002
608	32228	5259881
609	32282	5259989
610	32334	5259680
611	32393	5260692
612	32444	5260247
613	32497	5260273
614	32547	5259765
615	32601	5259820
616	32655	5259968
617	32711	5260389
618	32771	5261510
619	32821	5261036
620	32874	5260894
621	32924	5260451
622	32977	5260384
623	33031	5260469
624	33080	5259749
625	33135	5260110
626	33188	5260017
627	33241	5259932
628	33295	5260140
629	33344	5259464
630	33396	5259157
631	33448	5259016
632	33497	5258352
633	33550	5258382
634	33603	5258303
635	33656	5258233
636	33711	5258526
637	33764	5258418
638	33816	5258219
639	33869	5258236
640	33927	5258950
641	33981	5259023
642	34035	5259261
643	34088	5259122
644	34138	5258625
645	34193	5258971
646	34246	5258842
647	34299	5258822
648	34353	5258921
649	34408	5259171
650	34460	5258955
651	34516	5259490
652	34570	5259483
653	34622	5259310
654	34679	5259897
655	34729	5259384
656	34781	5259201
657	34832	5258920
658	34883	5258584
659	34936	5258527
660	34989	5258455
661	35043	5258494
662	35095	5258293
663	35148	5258226
664	35199	5257953
665	35250	5257641
666	35300	5257188
667	35351	5256848
668	35405	5256895
669	35457	5256748
670	35513	5257094
671	35567	5257288
672	35619	5257027
673	35671	5256866
674	35723	5256607
675	35777	5256698
676	35826	5256136
677	35876	5255683
678	35928	5255490
679	35979	5255147
680	36031	5254961
681	36082	5254673
682	36138	5254966
683	36192	5255076
684	36246	5255199
685	36299	5255137
686	36353	5255322
687	36407	5255428
688	36463	5255762
689	36517	5255928
690	36571	5256024
691	36623	5255792
692	36677	5255826
693	36727	5255482
694	36780	5255383
695	36835	5255614
696	36889	5255790
697	36941	5255601
698	36995	5255618
699	37048	5255535
700	37098	5255183
701	37148	5254697
702	37200	5254419
703	37249	5253898
704	37299	5253408
705	37350	5253070
706	37401	5252762
707	37455	5252842
708	37505	5252417
709	37558	5252301
710	37610	5252174
711	37662	5252004
712	37711	5251438
713	37766	5251719
714	37820	5251720
715	37871	5251396
716	37920	5250896
717	37972	5250732
718	38028	5250985
719	38080	5250812
720	38133	5250798
721	38192	5251587
722	38242	5251192
723	38293	5250869
724	38344	5250505
725	38400	5250974
726	38452	5250723
727	38502	5250261
728	38553	5249967
729	38606	5249968
730	38660	5250016
731	38712	5249938
732	38765	5249905
733	38819	5249960
734	38874	5250107
735	38928	5250304
736	38978	5249888
737	39028	5249406
738	39078	5248971
739	39130	5248721
740	39182	5248626
741	39234	5248406
742	39284	5248045
743	39339	5248276
744	39390	5247928
745	39442	5247744
746	39494	5247533
747	39546	5247439
748	39597	5247176
749	39650	5247134
750	39705	5247298
751	39760	5247545
752	39813	5247566
753	39866	5247498
754	39922	5247770
755	39975	5247754
756	40027	5247665
757	40081	5247736
758	40133	5247612
759	40188	5247795
760	40239	5247530
761	40292	5247497
762	40349	5247892
763	40399	5247555
764	40453	5247633
765	40507	5247741
766	40563	5248045
767	40615	5247833
768	40667	5247700
769	40721	5247770
770	40773	5247621
771	40825	5247450
772	40879	5247507
773	40931	5247362
774	40983	5247271
775	41041	5247755
776	41095	5247848
777	41150	5248133
778	41202	5247982
779	41256	5248081
780	41310	5248139
781	41364	5248167
782	41418	5248257
783	41474	5248601
784	41525	5248386
785	41580	5248613
786	41632	5248403
787	41684	5248214
788	41734	5247771
789	41789	5247971
790	41840	5247762
791	41891	5247493
792	41942	5247135
793	41995	5247115
794	42049	5247236
795	42102	5247094
796	42156	5247194
797	42207	5246988
798	42263	5247269
799	42316	5247243
800	42366	5246857
801	42418	5246619
802	42469	5246406
803	42521	5246214
804	42570	5245692
805	42620	5245321
806	42673	5245237
807	42729	5245617
808	42783	5245652
809	42834	5245409
810	42889	5245578
811	42946	5246043
812	43001	5246252
813	43055	5246338
814	43109	5246386
815	43161	5246288
816	43212	5245980
817	43263	5245712
818	43320	5246111
819	43370	5245742
820	43425	5245910
821	43478	5245892
822	43530	5245765
823	43584	5245848
824	43639	5245961
825	43688	5245469
826	43741	5245481
827	43793	5245324
828	43847	5245377
829	43899	5245170
830	43948	5244670
831	44002	5244736
832	44055	5244766
833	44111	5245008
834	44163	5244919
835	44216	5244795
836	44270	5244922
837	44326	5245207
838	44380	5245302
839	44433	5245212
840	44486	5245269
841	44536	5244820
842	44587	5244552
843	44641	5244615
844	44695	5244747
845	44750	5244895
846	44804	5244991
847	44858	5245037
848	44912	5245168
849	44964	5244993
850	45018	5245031
851	45071	5245049
852	45124	5244947
853	45175	5244747
854	45227	5244549
855	45282	5244680
856	45334	5244572
857	45389	5244753
858	45443	5244824
859	45496	5244847
860	45550	5244899
861	45602	5244678
862	45655	5244723
863	45710	5244893
864	45762	5244701
865	45815	5244695
866	45867	5244468
867	45921	5244548
868	45975	5244665
869	46030	5244791
870	46082	5244646
871	46136	5244772
872	46189	5244722
873	46244	5244834
874	46298	5244953
875	46351	5244951
876	46402	5244639
877	46457	5244813
878	46512	5244978
879	46565	5244947
880	46615	5244580
881	46667	5244451
882	46723	5244696
883	46775	5244565
884	46828	5244527
885	46882	5244586
886	46933	5244353
887	46987	5244359
888	47040	5244344
889	47091	5244062
890	47143	5243959
891	47195	5243814
892	47251	5244029
893	47306	5244265
894	47360	5244327
895	47413	5244258
896	47465	5244146
897	47519	5244131
898	47575	5244467
899	47629	5244575
900	47685	5244844
901	47736	5244559
902	47792	5244798
903	47846	5244882
904	47898	5244765
905	47952	5244800
906	48002	5244489
907	48054	5244284
908	48106	5244161
909	48159	5244130
910	48218	5244706
911	48271	5244637
912	48323	5244483
913	48375	5244396
914	48429	5244442
915	48484	5244602
916	48541	5244981
917	48594	5244903
918	48644	5244602
919	48700	5244879
920	48753	5244827
921	48806	5244767
922	48863	5245090
923	48918	5245304
924	48968	5244928
925	49017	5244475
926	49071	5244476
927	49124	5244489
928	49175	5244241
929	49226	5243906
930	49282	5244250
931	49333	5243996
932	49387	5244021
933	49438	5243799
934	49493	5243953
935	49546	5243919
936	49600	5243979
937	49654	5243961
938	49705	5243784
939	49756	5243527
940	49810	5243512
941	49863	5243550
942	49917	5243589
943	49971	5243621
944	50026	5243783
945	50079	5243766
946	50132	5243668
947	50185	5243634
948	50236	5243375
949	50290	5243422
950	50344	5243454
951	50399	5243671
952	50456	5244045
953	50509	5244004
954	50559	5243674
955	50613	5243703
956	50668	5243827
957	50721	5243841
958	50777	5244036
959	50827	5243652
960	50881	5243719
961	50934	5243758
962	50988	5243773
963	51041	5243705
964	51096	5243833
965	51150	5243980
966	51201	5243729
967	51251	5243329
968	51303	5243164
969	51358	5243324
970	51413	5243438
971	51467	5243500
972	51520	5243492
973	51575	5243655
974	51628	5243566
975	51678	5243285
976	51733	5243400
977	51785	5243268
978	51835	5242948
979	51893	5243398
980	51950	5243719
981	52005	5243909
982	52058	5243856
983	52110	5243672
984	52166	5243880
985	52222	5244162
986	52280	5244600
987	52332	5244461
988	52388	5244685
989	52442	5244815
990	52498	5245053
991	52549	5244824
992	52601	5244622
993	52652	5244425
994	52705	5244326
995	52758	5244275
996	52811	5244220
997	52862	5243937
998	52912	5243656
999	52964	5243504
1000	53017	5243434
1001	53070	5243366
1002	53122	5243233
1003	53174	5243074
1004	53228	5243183
1005	53280	5242973
1006	53329	5242576
1007	53380	5242305
1008	53433	5242221
1009	53484	5241981
1010	53538	5242071
1011	53594	5242297
1012	53648	5242340
1013	53704	5242580
1014	53759	5242703
1015	53815	5242978
1016	53869	5243036
1017	53921	5242906
1018	53975	5242933
1019	54028	5242922
1020	54079	5242676
1021	54130	5242384
1022	54184	5242426
1023	54238	5242463
1024	54297	5243034
1025	54354	5243340
1026	54410	5243579
1027	54467	5243910
1028	54520	5243922
1029	54576	5244137
1030	54628	5244004
1031	54680	5243772
1032	54729	5243422
1033	54780	5243146
1034	54832	5243029
1035	54888	5243200
1036	54944	5243430
1037	54994	5243079
1038	55048	5243206
1039	55102	5243261
1040	55155	5243140
1041	55209	5243194
1042	55263	5243256
1043	55314	5243037
1044	55370	5243224
1045	55429	5243780
1046	55483	5243786
1047	55534	5243562
1048	55586	5243446
1049	55640	5243495
1050	55695	5243600
1051	55748	5243553
1052	55799	5243325
1053	55853	5243383
1054	55911	5243740
1055	55965	5243839
1056	56020	5243889
1057	56072	5243765
1058	56125	5243725
1059	56182	5244097
1060	56239	5244401
1061	56292	5244344
1062	56346	5244365
1063	56397	5244150
1064	56453	5244386
1065	56509	5244577
1066	56560	5244365
1067	56613	5244253
1068	56669	5244513
1069	56722	5244458
1070	56775	5244364
1071	56827	5244200
1072	56881	5244302
1073	56935	5244353
1074	56990	5244436
1075	57044	5244509
1076	57094	5244172
1077	57144	5243860
1078	57196	5243648
1079	57246	5243364
1080	57299	5243266
1081	57356	5243599
1082	57412	5243797
1083	57464	5243671
1084	57517	5243665
1085	57571	5243655
1086	57624	5243607
1087	57677	5243558
1088	57729	5243425
1089	57783	5243433
1090	57836	5243401
1091	57892	5243597
1092	57942	5243277
1093	57996	5243321
1094	58048	5243185
1095	58102	5243238
1096	58156	5243219
1097	58210	5243278
1098	58263	5243203
1099	58315	5243132
1100	58364	5242702
1101	58418	5242705
1102	58475	5242996
1103	58530	5243100
1104	58584	5243195
1105	58636	5243064
1106	58688	5242858
1107	58744	5243146
1108	58800	5243313
1109	58855	5243410
1110	58907	5243301
1111	58957	5242940
1112	59011	5242973
1113	59065	5243030
1114	59116	5242794
1115	59167	5242551
1116	59217	5242248
1117	59269	5242143
1118	59322	5242029
1119	59373	5241869
1120	59426	5241812
1121	59479	5241681
1122	59532	5241643
1123	59584	5241485
1124	59636	5241421
1125	59687	5241125
1126	59738	5240953
1127	59791	5240846
1128	59847	5241057
1129	59904	5241394
1130	59955	5241162
1131	60012	5241408
1132	60063	5241176
1133	60115	5241077
1134	60170	5241188
1135	60221	5240946
1136	60274	5240955
1137	60329	5241021
1138	60381	5240862
1139	60435	5240944
1140	60488	5240891
1141	60542	5240906
1142	60596	5240906
1143	60647	5240735
1144	60700	5240624
1145	60751	5240461
1146	60803	5240245
1147	60856	5240274
1148	60911	5240308
1149	60964	5240302
1150	61021	5240556
1151	61077	5240765
1152	61130	5240691
1153	61183	5240694
1154	61238	5240777
1155	61289	5240591
1156	61343	5240641
1157	61396	5240508
1158	61448	5240415
1159	61502	5240406
1160	61557	5240562
1161	61612	5240662
1162	61669	5240944
1163	61722	5240869
1164	61775	5240841
1165	61831	5241072
1166	61885	5241066
1167	61940	5241167
1168	61991	5240998
1169	62048	5241260
1170	62102	5241236
1171	62154	5241135
1172	62205	5240898
1173	62258	5240878
1174	62315	5241097
1175	62366	5240922
1176	62419	5240862
1177	62473	5240845
1178	62527	5240916
1179	62583	5241126
1180	62641	5241475
1181	62695	5241481
1182	62750	5241614
1183	62804	5241600
1184	62856	5241487
1185	62912	5241691
1186	62967	5241831
1187	63021	5241792
1188	63076	5241925
1189	63127	5241718
1190	63181	5241717
1191	63233	5241608
1192	63285	5241455
1193	63341	5241653
1194	63396	5241746
1195	63450	5241747
1196	63503	5241708
1197	63559	5241899
1198	63612	5241818
1199	63666	5241904
1200	63720	5241863
1201	63773	5241803
1202	63827	5241851
1203	63883	5242033
1204	63935	5241895
1205	63988	5241838
1206	64042	5241857
1207	64093	5241694
1208	64148	5241786
1209	64200	5241620
1210	64253	5241558
1211	64309	5241728
1212	64361	5241625
1213	64415	5241615
1214	64469	5241633
1215	64522	5241632
1216	64575	5241520
1217	64628	5241485
1218	64685	5241783
1219	64735	5241470
1220	64790	5241550
1221	64839	5241163
1222	64893	5241169
1223	64947	5241235
1224	65001	5241209
1225	65057	5241448
1226	65110	5241383
1227	65162	5241244
1228	65217	5241332
1229	65268	5241153
1230	65323	5241241
1231	65378	5241323
1232	65429	5241061
1233	65481	5240980
1234	65536	5241030
1235	65588	5240889
1236	65640	5240802
1237	65695	5240876
1238	65747	5240770
1239	65798	5240496
1240	65848	5240203
1241	65902	5240282
1242	65955	5240174
1243	66007	5240091
1244	66064	5240340
1245	66116	5240175
1246	66170	5240195
1247	66222	5240058
1248	66278	5240251
1249	66331	5240197
1250	66384	5240141
1251	66439	5240268
1252	66493	5240268
1253	66548	5240366
1254	66597	5239994
1255	66651	5240028
1256	66706	5240062
1257	66758	5239997
1258	66811	5239871
1259	66861	5239572
1260	66914	5239516
1261	66969	5239674
1262	67021	5239536
1263	67076	5239645
1264	67128	5239466
1265	67180	5239319
1266	67233	5239289
1267	67287	5239307
1268	67339	5239138
1269	67392	5239074
1270	67445	5239063
1271	67499	5239041
1272	67551	5238898
1273	67602	5238693
1274	67655	5238674
1275	67709	5238659
1276	67767	5239017
1277	67818	5238813
1278	67872	5238849
1279	67926	5238840
1280	67978	5238702
1281	68032	5238696
1282	68088	5238890
1283	68143	5238950
1284	68194	5238788
1285	68248	5238796
1286	68306	5239106
1287	68359	5239054
1288	68413	5239040
1289	68470	5239304
1290	68527	5239543
1291	68579	5239430
1292	68634	5239486
1293	68687	5239448
1294	68741	5239512
1295	68795	5239461
1296	68849	5239511
1297	68902	5239487
1298	68955	5239424
1299	69011	5239537
1300	69067	5239716
1301	69120	5239699
1302	69173	5239633
1303	69226	5239581
1304	69284	5239870
1305	69339	5239930
1306	69394	5240090
1307	69448	5240102
1308	69503	5240193
1309	69554	5239950
1310	69609	5240069
1311	69665	5240226
1312	69720	5240301
1313	69775	5240351
1314	69829	5240374
1315	69881	5240235
1316	69936	5240371
1317	69987	5240124
1318	70041	5240148
1319	70095	5240161
1320	70150	5240230
1321	70202	5240115
1322	70259	5240333
1323	70312	5240308
1324	70366	5240318
1325	70420	5240317
1326	70472	5240224
1327	70527	5240295
1328	70581	5240311
1329	70634	5240206
1330	70687	5240199
1331	70741	5240178
1332	70796	5240236
1333	70847	5240087
1334	70902	5240171
1335	70956	5240185
1336	71010	5240146
1337	71067	5240437
1338	71123	5240567
1339	71179	5240714
1340	71233	5240765
1341	71290	5240986
1342	71344	5240971
1343	71400	5241107
1344	71453	5241076
1345	71504	5240893
1346	71562	5241154
1347	71617	5241238
1348	71675	5241538
1349	71728	5241525
1350	71783	5241596
1351	71835	5241469
1352	71895	5241863
1353	71949	5241888
1354	72003	5241934
1355	72056	5241844
1356	72109	5241810
1357	72166	5241982
1358	72219	5241945
1359	72272	5241889
1360	72326	5241890
1361	72379	5241807
1362	72431	5241684
1363	72489	5241975
1364	72541	5241843
1365	72595	5241845
1366	72648	5241796
1367	72703	5241865
1368	72754	5241675
1369	72809	5241744
1370	72867	5242053
1371	72924	5242240
1372	72977	5242202
1373	73031	5242218
1374	73082	5242033
1375	73135	5241937
1376	73190	5242015
1377	73246	5242200
1378	73301	5242275
1379	73354	5242185
1380	73407	5242113
1381	73462	5242210
1382	73517	5242314
1383	73574	5242524
1384	73635	5242998
1385	73689	5242986
1386	73744	5243080
1387	73798	5243094
1388	73854	5243208
1389	73905	5243021
1390	73959	5243053
1391	74013	5243067
1392	74066	5242964
1393	74122	5243132
1394	74175	5243055
1395	74226	5242850
1396	74276	5242596
1397	74332	5242694
1398	74385	5242664
1399	74439	5242695
1400	74493	5242638
1401	74547	5242685
1402	74601	5242651
1403	74653	5242525
1404	74707	5242545
1405	74759	5242431
1406	74813	5242429
1407	74869	5242542
1408	74923	5242548
1409	74979	5242704
1410	75034	5242808
1411	75087	5242708
1412	75139	5242623
1413	75193	5242571
1414	75248	5242652
1415	75301	5242589
1416	75357	5242748
1417	75412	5242831
1418	75466	5242822
1419	75521	5242886
1420	75577	5243005
1421	75631	5243059
1422	75684	5242970
1423	75740	5243117
1424	75792	5242968
1425	75848	5243145
1426	75902	5243119
1427	75955	5243026
1428	76009	5243070
1429	76062	5242967
1430	76117	5243071
1431	76167	5242788
1432	76225	5243056
1433	76275	5242830
1434	76327	5242664
1435	76378	5242477
1436	76434	5242594
1437	76487	5242558
1438	76539	5242379
1439	76593	5242422
1440	76647	5242390
1441	76701	5242389
1442	76754	5242339
1443	76809	5242427
1444	76860	5242227
1445	76911	5242001
1446	76966	5242060
1447	77020	5242091
1448	77073	5241986
1449	77126	5241947
1450	77183	5242143
1451	77232	5241839
1452	77285	5241738
1453	77336	5241543
1454	77389	5241476
1455	77442	5241416
1456	77498	5241531
1457	77555	5241756
1458	77607	5241647
1459	77659	5241499
1460	77715	5241629
1461	77771	5241726
1462	77823	5241632
1463	77877	5241617
1464	77931	5241593
1465	77985	5241623
1466	78038	5241528
1467	78092	5241535
1468	78146	5241565
1469	78200	5241546
1470	78257	5241750
1471	78309	5241619
1472	78359	5241364
1473	78417	5241633
1474	78470	5241586
1475	78523	5241530
1476	78580	5241700
1477	78634	5241692
1478	78688	5241666
1479	78739	5241523
1480	78795	5241611
1481	78846	5241453
1482	78905	5241729
1483	78954	5241434
1484	79010	5241593
1485	79065	5241643
1486	79120	5241709
1487	79175	5241757
1488	79229	5241745
1489	79284	5241806
1490	79337	5241773
1491	79391	5241754
1492	79448	5241982
1493	79500	5241785
1494	79557	5241993
1495	79610	5241945
1496	79664	5241945
1497	79718	5241973
1498	79775	5242132
