iter	AUC	Logloss
5840	0.9245547056	0.2421654858
5841	0.9245624244	0.2421557224
5842	0.9245707989	0.2421457033
5843	0.9245792031	0.2421344056
5844	0.9245863557	0.2421239681
5845	0.9245903492	0.2421149253
5846	0.9245951176	0.2421059987
5847	0.9246014357	0.2420970489
5848	0.9246101975	0.2420865649
5849	0.9246166348	0.242076569
5850	0.924624145	0.2420665266
5851	0.9246297479	0.2420572281
5852	0.9246370792	0.2420464186
5853	0.9246430397	0.2420358648
5854	0.9246487916	0.2420253111
5855	0.9246556461	0.2420157336
5856	0.9246677756	0.2420015999
5857	0.9246742427	0.2419910694
5858	0.9246804118	0.2419821196
5859	0.9246881604	0.2419716123
5860	0.9246942401	0.2419616164
5861	0.9247008562	0.2419522714
5862	0.9247073531	0.2419420895
5863	0.9247134626	0.2419328376
5864	0.9247223139	0.2419228649
5865	0.9247291684	0.2419133572
5866	0.9247358441	0.2419030126
5867	0.9247418642	0.2418929935
5868	0.9247488976	0.2418833696
5869	0.9247566462	0.2418737456
5870	0.9247646034	0.2418642844
5871	0.9247729778	0.2418533819
5872	0.9247791767	0.2418443624
5873	0.9247866869	0.2418338319
5874	0.9247937799	0.2418235803
5875	0.924800396	0.2418148397
5876	0.9248051047	0.2418050065
5877	0.9248125553	0.2417946852
5878	0.9248185158	0.2417854565
5879	0.924824357	0.2417762742
5880	0.9248271585	0.2417687192
5881	0.9248360991	0.2417559802
5882	0.9248407781	0.2417460541
5883	0.9248485565	0.2417348262
5884	0.9248571992	0.241723203
5885	0.9248635173	0.2417143462
5886	0.9248704314	0.2417039552
5887	0.924877882	0.2416954238
5888	0.9248851538	0.2416851025
5889	0.9248888493	0.2416764316
5890	0.9248940945	0.2416674121
5891	0.9248979092	0.2416586715
5892	0.9249043465	0.24164928
5893	0.9249099493	0.2416399118
5894	0.9249190092	0.2416281957
5895	0.9249236584	0.2416191994
5896	0.9249294996	0.2416094592
5897	0.9249361753	0.2415986962
5898	0.9249470532	0.2415874218
5899	0.9249544144	0.2415777746
5900	0.9249625802	0.2415668024
5901	0.9249675274	0.2415570622
5902	0.9249740541	0.2415479032
5903	0.9249779582	0.2415395346
5904	0.9249856472	0.2415278417
5905	0.9249930382	0.241518706
5906	0.9249995649	0.2415090123
5907	0.9250047803	0.2414997603
5908	0.9250126183	0.2414907175
5909	0.9250208735	0.2414792339
5910	0.9250278473	0.2414700051
5911	0.9250330925	0.2414611715
5912	0.9250375032	0.2414520823
5913	0.9250466824	0.2414409008
5914	0.9250518084	0.2414318813
5915	0.9250570536	0.2414224898
5916	0.925059855	0.2414141677
5917	0.9250663519	0.2414040788
5918	0.9250760078	0.2413928276
5919	0.9250845313	0.2413822971
5920	0.9250890613	0.2413734868
5921	0.9250935316	0.2413641883
5922	0.9250996709	0.2413545411
5923	0.92510432	0.2413467536
5924	0.9251075685	0.2413381525
5925	0.9251151085	0.2413284821
5926	0.9251213074	0.2413193695
5927	0.9251294732	0.241307514
5928	0.9251346588	0.2412990756
5929	0.9251406789	0.2412888937
5930	0.9251505136	0.2412768057
5931	0.925158143	0.2412662287
5932	0.9251656532	0.2412556051
5933	0.9251721799	0.2412458185
5934	0.9251788259	0.2412351717
5935	0.925185591	0.2412253385
5936	0.9251927733	0.2412159471
5937	0.925198257	0.241207253
5938	0.9252040386	0.2411982102
5939	0.9252122045	0.2411875169
5940	0.9252181053	0.2411778697
5941	0.9252257943	0.2411683388
5942	0.925231874	0.2411585521
5943	0.9252366424	0.2411493466
5944	0.9252405167	0.2411413499
5945	0.9252449274	0.2411322374
5946	0.9252512455	0.2411219393
5947	0.9252582788	0.241111711
5948	0.9252658486	0.2411023195
5949	0.9252714217	0.2410919517
5950	0.9252772033	0.2410828624
5951	0.9252807498	0.241074238
5952	0.9252881408	0.2410644514
5953	0.9252959192	0.2410548042
5954	0.9253024459	0.2410444131
5955	0.9253064394	0.2410354866
5956	0.9253136516	0.2410247933
5957	0.9253203571	0.241014193
5958	0.9253278673	0.241004848
5959	0.9253341556	0.2409951311
5960	0.9253404737	0.2409858326
5961	0.9253467917	0.2409746977
5962	0.9253540039	0.2409642601
5963	0.925359875	0.2409550314
5964	0.9253644347	0.2409472206
5965	0.9253695011	0.2409382476
5966	0.925375104	0.2409291583
5967	0.9253818989	0.2409183721
5968	0.9253877997	0.2409088179
5969	0.9253963232	0.2408977294
5970	0.9254029989	0.240887687
5971	0.9254086912	0.2408788535
5972	0.925416708	0.2408687181
5973	0.925421536	0.24085842
5974	0.9254276156	0.240849633
5975	0.9254347682	0.2408397766
5976	0.9254434705	0.2408287811
5977	0.9254492521	0.2408197383
5978	0.9254538417	0.2408105793
5979	0.925458312	0.2408007694
5980	0.9254686236	0.2407897972
5981	0.9254769385	0.2407792899
5982	0.9254864454	0.2407681549
5983	0.9254938364	0.2407587402
5984	0.9254975319	0.240750976
5985	0.9255066514	0.2407397945
5986	0.9255124927	0.2407308215
5987	0.9255200624	0.2407220577
5988	0.9255248308	0.2407123872
5989	0.9255337119	0.240701322
5990	0.9255407453	0.2406910239
5991	0.9255487919	0.2406801215
5992	0.9255542159	0.2406705673
5993	0.925560236	0.2406616175
5994	0.9255684614	0.2406520168
5995	0.9255754948	0.2406422534
5996	0.9255828857	0.2406314206
5997	0.9255909622	0.2406206111
5998	0.9255976677	0.240610685
5999	0.9256046414	0.2406010145
6000	0.9256119132	0.2405915301
6001	0.9256176353	0.2405824873
6002	0.9256246388	0.2405724449
6003	0.9256336093	0.2405608915
6004	0.9256383777	0.2405525229
6005	0.9256465435	0.2405425503
6006	0.925653398	0.2405322987
6007	0.9256577492	0.2405241625
6008	0.9256663322	0.2405143526
6009	0.9256706238	0.240505426
6010	0.9256770611	0.240496453
6011	0.9256829023	0.2404857365
6012	0.9256873727	0.2404768332
6013	0.9256935418	0.2404671163
6014	0.9256998897	0.2404582129
6015	0.9257066846	0.2404477057
6016	0.9257129133	0.2404380585
6017	0.925719738	0.2404289459
6018	0.9257281423	0.2404176948
6019	0.9257358611	0.240406862
6020	0.9257439077	0.2403957736
6021	0.9257509112	0.2403854058
6022	0.9257571697	0.2403747822
6023	0.9257643223	0.2403651815
6024	0.925769031	0.2403567664
6025	0.9257768095	0.2403470727
6026	0.9257826209	0.240337472
6027	0.9257864952	0.24032822
6028	0.9257923365	0.2403186426
6029	0.9258004427	0.2403095301
6030	0.9258063138	0.240300836
6031	0.9258152843	0.2402903519
6032	0.9258213639	0.2402802863
6033	0.9258282781	0.2402695465
6034	0.9258341789	0.2402591322
6035	0.9258401394	0.240249764
6036	0.9258449078	0.2402414651
6037	0.9258503914	0.2402330732
6038	0.9258547127	0.2402241002
6039	0.9258615375	0.2402140578
6040	0.9258688688	0.2402030391
6041	0.9258759916	0.240192927
6042	0.9258813262	0.2401833728
6043	0.9258889854	0.2401730514
6044	0.9258965254	0.2401629858
6045	0.9259057939	0.2401513627
6046	0.9259104133	0.2401425291
6047	0.9259206355	0.2401309525
6048	0.9259277582	0.2401207009
6049	0.9259348512	0.240110984
6050	0.9259407222	0.2401012671
6051	0.9259487391	0.240091062
6052	0.9259566069	0.2400816473
6053	0.9259651899	0.2400710237
6054	0.9259707034	0.2400613766
6055	0.9259780049	0.2400519618
6056	0.9259836078	0.2400429888
6057	0.9259886146	0.2400352245
6058	0.9259953201	0.2400257168
6059	0.9260002375	0.2400149306
6060	0.9260050058	0.2400057948
6061	0.9260114431	0.2399958687
6062	0.92601794	0.2399869421
6063	0.9260229468	0.2399785037
6064	0.9260291457	0.2399688798
6065	0.9260339737	0.2399605577
6066	0.9260393381	0.2399512127
6067	0.9260467887	0.2399410773
6068	0.926053524	0.2399319415
6069	0.9260597229	0.2399224571
6070	0.9260630608	0.2399142047
6071	0.9260688424	0.2399057663
6072	0.9260762334	0.2398959796
6073	0.9260789156	0.2398882851
6074	0.9260846972	0.2398792191
6075	0.9260936975	0.2398682004
6076	0.9260992408	0.2398598085
6077	0.9261027575	0.2398509517
6078	0.9261108041	0.2398402584
6079	0.9261167645	0.2398301696
6080	0.926125288	0.2398194763
6081	0.9261315465	0.2398105962
6082	0.92613554	0.2398015302
6083	0.926143527	0.239790651
6084	0.9261501431	0.2397799112
6085	0.9261533618	0.2397720075
6086	0.9261582494	0.2397637086
6087	0.9261648655	0.2397529688
6088	0.9261707664	0.2397432287
6089	0.9261801839	0.2397323727
6090	0.9261881113	0.2397222838
6091	0.9261937737	0.239713148
6092	0.9261991382	0.2397048491
6093	0.9262059927	0.2396947835
6094	0.9262114763	0.2396856245
6095	0.9262170792	0.2396775116
6096	0.9262236059	0.2396696311
6097	0.9262298942	0.2396603558
6098	0.9262375236	0.2396505924
6099	0.9262446165	0.2396409685
6100	0.9262498617	0.2396317165
6101	0.9262558818	0.2396222088
6102	0.9262634814	0.2396129335
6103	0.9262697697	0.23960231
6104	0.9262745976	0.2395938949
6105	0.9262788296	0.2395852008
6106	0.9262861013	0.2395759023
6107	0.926294148	0.2395659529
6108	0.9262982011	0.2395581189
6109	0.9263057709	0.2395472164
6110	0.9263119102	0.2395380574
6111	0.9263193011	0.2395275966
6112	0.9263262749	0.2395165314
6113	0.9263337255	0.2395063496
6114	0.9263378978	0.2394981436
6115	0.926343143	0.2394887754
6116	0.9263507128	0.2394785936
6117	0.9263578057	0.2394697368
6118	0.926366806	0.2394594619
6119	0.9263722897	0.239449652
6120	0.9263816476	0.2394390285
6121	0.9263892174	0.2394285444
6122	0.9263973236	0.2394188043
6123	0.9264051914	0.2394090641
6124	0.9264102578	0.2393999283
6125	0.9264163971	0.239390932
6126	0.9264223874	0.2393812151
6127	0.9264289737	0.239371382
6128	0.9264370203	0.2393603865
6129	0.9264434576	0.239351367
6130	0.9264479876	0.2393426264
6131	0.9264532328	0.2393329559
6132	0.9264585376	0.2393238434
6133	0.9264655113	0.2393145449
6134	0.926469326	0.2393051999
6135	0.9264758825	0.2392965988
6136	0.9264822602	0.239288114
6137	0.9264885485	0.2392780019
6138	0.9264944196	0.239268006
6139	0.9264996648	0.2392581728
6140	0.9265061617	0.2392480607
6141	0.9265137315	0.2392387855
6142	0.9265180826	0.2392298822
6143	0.9265267849	0.2392195841
6144	0.9265329838	0.2392103088
6145	0.9265398383	0.2392005919
6146	0.9265441	0.2391918978
6147	0.9265515804	0.2391825993
6148	0.926559031	0.2391730916
6149	0.926564455	0.2391631655
6150	0.9265693426	0.2391549131
6151	0.9265740514	0.2391450102
6152	0.9265809059	0.2391345261
6153	0.9265865088	0.2391248092
6154	0.9265941978	0.2391147668
6155	0.9266004562	0.2391050499
6156	0.9266088605	0.2390937987
6157	0.926617831	0.2390828497
6158	0.9266251326	0.2390732491
6159	0.926630199	0.2390645782
6160	0.9266372919	0.2390558144
6161	0.9266453981	0.2390450049
6162	0.9266512692	0.2390363108
6163	0.9266548753	0.2390288952
6164	0.9266610146	0.239019341
6165	0.9266684651	0.2390097171
6166	0.926674664	0.2390003256
6167	0.9266814888	0.2389916083
6168	0.9266905785	0.2389801944
6169	0.9266952276	0.2389706867
6170	0.9267035127	0.2389604816
6171	0.9267103672	0.2389509739
6172	0.9267168939	0.2389409315
6173	0.9267240763	0.2389303545
6174	0.9267308116	0.2389213349
6175	0.9267370701	0.238911711
6176	0.9267435074	0.2389018081
6177	0.926749438	0.2388924631
6178	0.9267556667	0.2388820721
6179	0.926759243	0.2388726108
6180	0.9267671108	0.2388616851
6181	0.9267744422	0.2388523866
6182	0.9267816544	0.2388427162
6183	0.9267862737	0.238834859
6184	0.9267939925	0.2388256767
6185	0.9268020391	0.2388163782
6186	0.9268088341	0.2388071262
6187	0.926812917	0.2387984089
6188	0.9268181622	0.2387904819
6189	0.9268235564	0.2387803931
6190	0.9268321991	0.23876963
6191	0.9268379807	0.238760936
6192	0.9268421531	0.2387527765
6193	0.9268483222	0.238743478
6194	0.9268545806	0.2387330172
6195	0.9268632531	0.2387217196
6196	0.9268679321	0.238712979
6197	0.9268733859	0.2387041454
6198	0.9268818498	0.2386926153
6199	0.9268893003	0.2386828751
6200	0.9268946648	0.2386745297
6201	0.9269000888	0.2386654404
6202	0.9269099832	0.2386552586
6203	0.9269176126	0.2386439609
6204	0.9269256294	0.2386344765
6205	0.9269317389	0.2386248758
6206	0.926938951	0.2386139965
6207	0.9269454479	0.2386041634
6208	0.9269520044	0.2385953066
6209	0.9269569516	0.2385857291
6210	0.926964283	0.2385757565
6211	0.9269746542	0.2385632965
6212	0.9269777536	0.2385552766
6213	0.9269846678	0.2385465825
6214	0.9269906282	0.2385376094
6215	0.9269975424	0.2385275903
6216	0.9270049334	0.2385176177
6217	0.9270067215	0.2385104113
6218	0.9270104766	0.2385018335
6219	0.9270191789	0.2384908148
6220	0.9270237684	0.2384818417
6221	0.9270290136	0.2384731011
6222	0.9270365834	0.2384629193
6223	0.9270431399	0.2384541322
6224	0.9270483255	0.2384457171
6225	0.9270526171	0.2384366046
6226	0.9270575047	0.2384277012
6227	0.927062571	0.2384192164
6228	0.9270713329	0.2384080814
6229	0.9270789027	0.2383979461
6230	0.9270815849	0.2383896472
6231	0.927087009	0.2383813948
6232	0.9270954728	0.2383714454
6233	0.9271017313	0.2383626351
6234	0.9271080792	0.2383528251
6235	0.927113235	0.2383428293
6236	0.9271173477	0.2383345071
6237	0.9271240234	0.2383246507
6238	0.9271301031	0.2383166308
6239	0.9271383882	0.2383058213
6240	0.9271461368	0.2382961973
6241	0.9271502793	0.2382874103
6242	0.9271567464	0.2382787162
6243	0.9271630347	0.2382679532
6244	0.9271680117	0.2382593985
6245	0.9271770716	0.2382491005
6246	0.9271829724	0.2382406621
6247	0.9271900058	0.2382306197
6248	0.9271963239	0.2382214839
6249	0.9272037148	0.2382110929
6250	0.9272089005	0.2382029335
6251	0.9272143245	0.2381945416
6252	0.9272224903	0.2381840343
6253	0.9272286892	0.2381749217
6254	0.9272360206	0.2381654605
6255	0.9272434711	0.2381549997
6256	0.9272509813	0.2381447714
6257	0.9272540212	0.2381355891
6258	0.927262038	0.2381255235
6259	0.9272655845	0.2381171316
6260	0.927270174	0.2381077401
6261	0.9272773862	0.2380982789
6262	0.9272856712	0.238088283
6263	0.9272919595	0.2380796122
6264	0.9272976518	0.2380706159
6265	0.9273033738	0.2380617823
6266	0.9273101687	0.2380514145
6267	0.9273183942	0.2380403261
6268	0.927323997	0.2380312368
6269	0.9273290038	0.2380221708
6270	0.9273338914	0.238012849
6271	0.9273389578	0.2380034576
6272	0.9273438752	0.2379946472
6273	0.9273514748	0.2379847676
6274	0.927357614	0.2379753761
6275	0.9273629785	0.237966775
6276	0.9273684621	0.237957709
6277	0.9273744226	0.2379483872
6278	0.9273795485	0.237940809
6279	0.9273834825	0.2379321149
6280	0.9273911119	0.2379212356
6281	0.927397728	0.2379120534
6282	0.927403152	0.2379034523
6283	0.9274099171	0.2378945722
6284	0.9274167418	0.2378845298
6285	0.9274224043	0.2378759055
6286	0.9274286628	0.237866328
6287	0.9274323583	0.2378580059
6288	0.9274373651	0.2378493118
6289	0.9274434447	0.2378406177
6290	0.9274506569	0.237829785
6291	0.9274597168	0.2378181386
6292	0.9274665117	0.237807794
6293	0.9274718165	0.2377972867
6294	0.9274782538	0.2377878255
6295	0.9274863601	0.2377794801
6296	0.9274936318	0.2377696237
6297	0.9274980426	0.2377613713
6298	0.9275024533	0.2377527935
6299	0.9275104403	0.2377426349
6300	0.92751652	0.2377341267
6301	0.9275231361	0.237724619
6302	0.9275277853	0.2377162736
6303	0.927534163	0.2377066729
6304	0.9275400937	0.2376981881
6305	0.9275466204	0.2376888663
6306	0.9275570512	0.237678545
6307	0.9275624752	0.2376700834
6308	0.927570045	0.2376595528
6309	0.9275782704	0.2376490688
6310	0.9275836349	0.2376411651
6311	0.9275901914	0.2376320525
6312	0.9275954366	0.2376234747
6313	0.9276025295	0.2376133858
6314	0.9276073575	0.2376047847
6315	0.9276124835	0.2375957652
6316	0.9276181161	0.2375865364
6317	0.927624166	0.237576959
6318	0.9276320338	0.2375662657
6319	0.9276403189	0.2375562001
6320	0.9276457131	0.237547785
6321	0.9276520312	0.2375367197
6322	0.927660048	0.2375265844
6323	0.9276660085	0.2375165188
6324	0.9276722074	0.2375078014
6325	0.9276790619	0.2374981542
6326	0.9276837707	0.2374896229
6327	0.9276915789	0.2374797665
6328	0.9276983142	0.2374706772
6329	0.9277060628	0.2374609603
6330	0.9277099967	0.2374532658
6331	0.9277153611	0.237444316
6332	0.9277203679	0.2374353197
6333	0.9277253747	0.2374267186
6334	0.9277333915	0.2374163275
6335	0.9277398586	0.2374077729
6336	0.9277479649	0.2373979398
6337	0.9277536273	0.2373884088
6338	0.9277582765	0.2373792963
6339	0.9277642965	0.2373694864
6340	0.9277723432	0.2373592348
6341	0.9277772903	0.2373498898
6342	0.9277846813	0.2373405448
6343	0.9277912974	0.237331967
6344	0.9277971983	0.2373235286
6345	0.9278023839	0.2373146253
6346	0.9278102517	0.237305257
6347	0.9278162122	0.237296284
6348	0.9278252721	0.2372849398
6349	0.9278312325	0.2372761528
6350	0.9278366268	0.2372665521
6351	0.9278419018	0.237257672
6352	0.9278464317	0.237248513
6353	0.9278510213	0.237240865
6354	0.9278581142	0.2372317989
6355	0.9278646111	0.2372227562
6356	0.9278711081	0.2372132252
6357	0.9278774858	0.2372039732
6358	0.9278829098	0.237194512
6359	0.9278887808	0.2371863293
6360	0.9278932214	0.2371779374
6361	0.9278977513	0.2371687087
6362	0.9279064238	0.2371586431
6363	0.9279104471	0.2371504836
6364	0.9279169738	0.2371412781
6365	0.9279235005	0.237131259
6366	0.9279309511	0.2371207052
6367	0.927939117	0.2371111975
6368	0.9279462695	0.237102178
6369	0.9279524088	0.2370930654
6370	0.9279611707	0.2370833485
6371	0.9279700816	0.237072446
6372	0.9279752076	0.2370638682
6373	0.9279797375	0.2370559645
6374	0.9279854894	0.2370469449
6375	0.9279898405	0.2370388087
6376	0.9279946387	0.2370292313
6377	0.9279993773	0.2370197933
6378	0.9280045629	0.2370114247
6379	0.9280096292	0.237003521
6380	0.9280161262	0.2369946642
6381	0.9280201197	0.2369864815
6382	0.92802912	0.2369766483
6383	0.9280347228	0.2369688608
6384	0.9280428886	0.2369584698
6385	0.9280496836	0.2369494967
6386	0.9280538559	0.2369405469
6387	0.9280593097	0.2369330152
6388	0.928065896	0.2369230193
6389	0.9280735254	0.2369138138
6390	0.9280794859	0.2369053056
6391	0.9280878901	0.2368938685
6392	0.9280969799	0.236883152
6393	0.9281003773	0.2368752715
6394	0.9281077981	0.2368656708
6395	0.9281123281	0.2368579763
6396	0.9281199574	0.2368482129
6397	0.9281257391	0.2368384495
6398	0.9281322956	0.2368291975
6399	0.9281361699	0.236821596
6400	0.9281410575	0.2368129716
6401	0.9281478822	0.2368030687
6402	0.9281532168	0.2367930728
6403	0.9281598926	0.2367845415
6404	0.9281668663	0.2367749873
6405	0.9281730056	0.236765805
6406	0.928178668	0.2367571109
6407	0.9281837344	0.2367488585
6408	0.9281901419	0.2367393973
6409	0.9281981885	0.2367291457
6410	0.9282019138	0.2367221951
6411	0.9282074571	0.2367143844
6412	0.928213954	0.2367060622
6413	0.9282215834	0.2366954387
6414	0.9282249212	0.2366871165
6415	0.9282351136	0.2366758421
6416	0.928240031	0.2366672642
6417	0.9282473326	0.2366572684
6418	0.9282534719	0.2366479466
6419	0.9282625318	0.2366369279
6420	0.9282680154	0.236628536
6421	0.9282724261	0.2366200744
6422	0.9282777309	0.2366106829
6423	0.928283006	0.2366021516
6424	0.9282895923	0.236593504
6425	0.9282930493	0.2365846704
6426	0.9282986522	0.2365753022
6427	0.9283066988	0.2365657945
6428	0.9283121526	0.2365568911
6429	0.9283176661	0.2365480808
6430	0.928321898	0.2365401306
6431	0.928327322	0.2365306926
6432	0.9283348918	0.2365216034
6433	0.9283423424	0.2365111193
6434	0.9283474088	0.2365030994
6435	0.9283562303	0.2364922201
6436	0.9283613563	0.2364832006
6437	0.9283662736	0.2364749017
6438	0.9283701777	0.2364670212
6439	0.9283745885	0.2364574205
6440	0.9283798933	0.2364490984
6441	0.9283860326	0.2364394512
6442	0.9283905625	0.236429804
6443	0.9283976257	0.2364195292
6444	0.9284025431	0.2364109513
6445	0.9284067154	0.2364024432
6446	0.9284104109	0.2363944465
6447	0.9284161925	0.2363859151
6448	0.9284211397	0.2363776395
6449	0.9284256101	0.2363690151
6450	0.9284312129	0.2363605302
6451	0.9284366369	0.2363511388
6452	0.9284436703	0.2363421657
6453	0.9284478426	0.2363341923
6454	0.928452909	0.2363255679
6455	0.928460598	0.2363159207
6456	0.9284672737	0.2363065757
6457	0.9284750521	0.2362973237
6458	0.9284805059	0.236288095
6459	0.928483665	0.2362806097
6460	0.9284906387	0.2362708928
6461	0.9284961224	0.236263454
6462	0.9284995794	0.2362547134
6463	0.9285047352	0.2362472281
6464	0.928509593	0.2362395801
6465	0.9285128713	0.236231165
6466	0.9285184741	0.2362208669
6467	0.9285247922	0.2362120101
6468	0.9285292029	0.2362033625
6469	0.9285362363	0.2361934596
6470	0.9285424352	0.2361840216
6471	0.9285479188	0.236173677
6472	0.9285561442	0.2361622167
6473	0.9285616279	0.2361539875
6474	0.9285678864	0.2361440614
6475	0.9285753369	0.236133833
6476	0.928581357	0.2361246275
6477	0.9285907745	0.2361127254
6478	0.928597033	0.236103241
6479	0.9286022782	0.2360948956
6480	0.9286100864	0.236085876
6481	0.9286171198	0.2360755547
6482	0.9286231101	0.2360664422
6483	0.928626895	0.2360583525
6484	0.9286341071	0.236048961
6485	0.9286415279	0.2360387327
6486	0.9286480546	0.2360301548
6487	0.9286551476	0.2360207633
6488	0.9286628366	0.2360101398
6489	0.928668201	0.2360012598
6490	0.9286756516	0.2359924494
6491	0.9286810756	0.2359842435
6492	0.9286841452	0.2359758981
6493	0.9286878109	0.2359680641
6494	0.9286915064	0.2359598117
6495	0.9286940694	0.2359526286
6496	0.9287002683	0.2359445855
6497	0.9287070036	0.2359353335
6498	0.9287130833	0.2359268486
6499	0.9287204146	0.2359174571
6500	0.9287248254	0.2359094372
6501	0.9287341237	0.2358971864
6502	0.9287385345	0.2358888642
6503	0.9287417531	0.2358810303
6504	0.9287490249	0.2358714993
6505	0.928756237	0.2358613872
6506	0.9287631512	0.2358525071
6507	0.9287695587	0.2358431854
6508	0.9287751913	0.2358343983
6509	0.9287794828	0.235825402
6510	0.9287855625	0.2358169869
6511	0.9287894368	0.2358083858
6512	0.9287977219	0.2357986224
6513	0.9288036227	0.2357892774
6514	0.9288098812	0.2357799556
6515	0.9288159013	0.2357719589
6516	0.9288247824	0.2357617771
6517	0.9288293719	0.2357543616
6518	0.92883569	0.2357459232
6519	0.9288402796	0.235737415
6520	0.9288438559	0.2357296043
6521	0.9288516045	0.2357203291
6522	0.9288593531	0.2357106819
6523	0.9288654327	0.2357014299
6524	0.9288745522	0.2356910388
6525	0.928881079	0.2356814381
6526	0.9288854003	0.2356741388
6527	0.9288893938	0.2356667
6528	0.9288935065	0.2356593775
6529	0.9288992286	0.2356504741
6530	0.9289037585	0.2356415941
6531	0.9289090037	0.2356332719
6532	0.9289168715	0.2356228344
6533	0.9289205074	0.2356149772
6534	0.9289270043	0.235605423
6535	0.9289335608	0.2355970311
6536	0.9289389253	0.2355874536
6537	0.9289457202	0.2355777832
6538	0.9289506078	0.2355698562
6539	0.9289547801	0.2355613946
6540	0.9289594889	0.2355531654
6541	0.9289654493	0.2355445178
6542	0.9289707541	0.2355355448
6543	0.9289770424	0.2355264555
6544	0.9289811254	0.2355180404
6545	0.9289898276	0.2355067427
6546	0.9289951324	0.2354988855
6547	0.9290014803	0.23548968
6548	0.9290081263	0.2354809626
6549	0.9290136695	0.2354723383
6550	0.929019928	0.2354633188
6551	0.9290289283	0.2354534159
6552	0.9290359914	0.2354443033
6553	0.9290415645	0.2354348421
6554	0.9290485978	0.2354252879
6555	0.9290543795	0.2354161289
6556	0.9290587306	0.2354084809
6557	0.9290663004	0.2353976482
6558	0.9290733933	0.2353877917
6559	0.9290804267	0.2353786327
6560	0.9290842414	0.2353715426
6561	0.9290916324	0.2353611051
6562	0.9290978909	0.2353512719
6563	0.929104805	0.2353413923
6564	0.929109931	0.2353333026
6565	0.9291180372	0.2353241436
6566	0.9291248322	0.2353150543
6567	0.9291285276	0.2353072436
6568	0.9291338921	0.2352983403
6569	0.9291410446	0.2352888093
6570	0.9291450977	0.2352805104
6571	0.9291501641	0.2352710492
6572	0.9291574359	0.2352620064
6573	0.9291625023	0.2352532891
6574	0.9291706681	0.2352418519
6575	0.9291753769	0.2352331346
6576	0.9291814566	0.235224208
6577	0.9291885495	0.2352150025
6578	0.9291936457	0.2352076102
6579	0.9291986227	0.2351984745
6580	0.9292036295	0.2351896176
6581	0.9292059541	0.2351818069
6582	0.9292085767	0.2351741124
6583	0.9292152524	0.2351649534
6584	0.9292218685	0.2351560268
6585	0.9292283952	0.2351464494
6586	0.9292315245	0.2351386387
6587	0.92923823	0.2351282011
6588	0.929244101	0.2351199487
6589	0.9292520285	0.2351094414
6590	0.9292592406	0.2350997245
6591	0.9292674065	0.2350891939
6592	0.9292738438	0.2350797095
6593	0.9292805195	0.2350696438
6594	0.9292846024	0.2350616006
6595	0.9292898178	0.2350519767
6596	0.9293017983	0.2350397027
6597	0.9293072224	0.2350295209
6598	0.9293140173	0.2350201294
6599	0.9293195009	0.2350108774
6600	0.929325968	0.2350018578
6601	0.9293320775	0.2349923036
6602	0.9293369055	0.2349835166
6603	0.929344058	0.234973172
6604	0.9293501973	0.2349629669
6605	0.9293569326	0.2349540636
6606	0.9293644428	0.2349443467
6607	0.9293726087	0.2349350249
6608	0.9293774962	0.2349264936
6609	0.9293830991	0.2349178692
6610	0.9293889403	0.2349088497
6611	0.9293963611	0.2348981797
6612	0.9294020236	0.2348893926
6613	0.9294083118	0.2348809774
6614	0.9294143915	0.234871679
6615	0.9294216037	0.2348617528
6616	0.9294289947	0.2348520126
6617	0.9294345975	0.2348425514
6618	0.9294396043	0.2348344152
6619	0.9294466972	0.2348241172
6620	0.9294516444	0.2348144002
6621	0.9294570684	0.2348055899
6622	0.9294626117	0.2347965936
6623	0.9294694066	0.2347876671
6624	0.9294741154	0.2347794844
6625	0.9294804335	0.234771046
6626	0.9294859171	0.2347619103
6627	0.929490447	0.2347530069
6628	0.9294993877	0.2347411514
6629	0.9295060039	0.2347321783
6630	0.9295102358	0.2347234377
6631	0.9295134842	0.2347160687
6632	0.9295182526	0.2347073978
6633	0.9295242429	0.2346975647
6634	0.929528892	0.2346898934
6635	0.9295350611	0.2346811761
6636	0.9295389652	0.2346730864
6637	0.9295455813	0.2346642761
6638	0.9295529127	0.2346552565
6639	0.9295563698	0.2346468414
6640	0.9295610189	0.2346386587
6641	0.9295686185	0.2346291975
6642	0.929574132	0.2346202942
6643	0.9295808673	0.234611019
6644	0.9295866489	0.234602999
6645	0.9295922518	0.2345937238
6646	0.9295970798	0.2345865174
6647	0.929605484	0.2345755685
6648	0.9296129346	0.2345655261
6649	0.9296194315	0.2345563671
6650	0.929625392	0.2345477195
6651	0.9296335578	0.2345377469
6652	0.9296410084	0.2345287738
6653	0.9296486378	0.2345200797
6654	0.9296540618	0.23451199
6655	0.9296596646	0.234502738
6656	0.9296664596	0.2344946948
6657	0.9296733737	0.2344855823
6658	0.929679811	0.2344765163
6659	0.9296850562	0.2344678222
6660	0.9296919107	0.2344589421
6661	0.9296968579	0.2344506897
6662	0.9297012091	0.2344422049
6663	0.9297088981	0.2344326274
6664	0.9297133684	0.2344240495
6665	0.9297173023	0.234416541
6666	0.9297223091	0.2344089627
6667	0.9297252297	0.234401338
6668	0.9297317266	0.2343918768
6669	0.9297356606	0.2343846007
6670	0.9297420979	0.2343737679
6671	0.9297510386	0.2343634931
6672	0.9297573566	0.2343546131
